1,ïΩê¨27îNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ëÊ11ï\Å@éYã∆(ëÂï™óﬁÅjÅCíjèóï 15çŒà»è„èAã∆é“êî Å|í¨íöÅEéöìô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,ëçêîÅiíjèóï Åj,,,,,,,,,,,,,,,,,,,,,,íj,,,,,,,,,,,,,,,,,,,,,,èó,,,,,,,,,,,,,,,,,,,,,
4,ésãÊí¨ë∫ÉRÅ[Éh,í¨íöéöÉRÅ[Éh,ínàÊéØï î‘çÜ,îÈìΩèàóù,îÈìΩêÊèÓïÒ,çáéZínàÊ,ìsìπï{åßñº,ésãÊí¨ë∫ñº,ëÂéöÅEí¨ñº,éöÅEíöñ⁄ñº,ëçêîÅiéYã∆ëÂï™óﬁÅj,Ç`Å@î_ã∆ÅCó—ã∆,Ç§Çøî_ã∆,ÇaÅ@ãôã∆,ÇbÅ@çzã∆ÅCçÃêŒã∆ÅCçªóòçÃéÊã∆,ÇcÅ@åöê›ã∆,ÇdÅ@êªë¢ã∆,ÇeÅ@ìdãCÅEÉKÉXÅEîMãüããÅEêÖìπã∆,ÇfÅ@èÓïÒí êMã∆,ÇgÅ@â^óAã∆ÅCóXï÷ã∆,ÇhÅ@âµîÑã∆ÅCè¨îÑã∆,ÇiÅ@ã‡óZã∆ÅCï€åØã∆,ÇjÅ@ïsìÆéYã∆ÅCï®ïií¿ë›ã∆,ÇkÅ@äwèpå§ãÜÅCêÍñÂÅEãZèpÉTÅ[ÉrÉXã∆,ÇlÅ@èhîëã∆ÅCà˘êHÉTÅ[ÉrÉXã∆,ÇmÅ@ê∂äàä÷òAÉTÅ[ÉrÉXã∆ÅCå‚äyã∆,ÇnÅ@ã≥àÁÅCäwèKéxâáã∆,ÇoÅ@à„ó√ÅCïüéÉ,ÇpÅ@ï°çáÉTÅ[ÉrÉXéñã∆,ÇqÅ@ÉTÅ[ÉrÉXã∆ÅiëºÇ…ï™óﬁÇ≥ÇÍÇ»Ç¢Ç‡ÇÃÅj,ÇrÅ@åˆñ±ÅiëºÇ…ï™óﬁÇ≥ÇÍÇÈÇ‡ÇÃÇèúÇ≠Åj,ÇsÅ@ï™óﬁïsî\ÇÃéYã∆,ëçêîÅiéYã∆ëÂï™óﬁÅj,Ç`Å@î_ã∆ÅCó—ã∆,Ç§Çøî_ã∆,ÇaÅ@ãôã∆,ÇbÅ@çzã∆ÅCçÃêŒã∆ÅCçªóòçÃéÊã∆,ÇcÅ@åöê›ã∆,ÇdÅ@êªë¢ã∆,ÇeÅ@ìdãCÅEÉKÉXÅEîMãüããÅEêÖìπã∆,ÇfÅ@èÓïÒí êMã∆,ÇgÅ@â^óAã∆ÅCóXï÷ã∆,ÇhÅ@âµîÑã∆ÅCè¨îÑã∆,ÇiÅ@ã‡óZã∆ÅCï€åØã∆,ÇjÅ@ïsìÆéYã∆ÅCï®ïií¿ë›ã∆,ÇkÅ@äwèpå§ãÜÅCêÍñÂÅEãZèpÉTÅ[ÉrÉXã∆,ÇlÅ@èhîëã∆ÅCà˘êHÉTÅ[ÉrÉXã∆,ÇmÅ@ê∂äàä÷òAÉTÅ[ÉrÉXã∆ÅCå‚äyã∆,ÇnÅ@ã≥àÁÅCäwèKéxâáã∆,ÇoÅ@à„ó√ÅCïüéÉ,ÇpÅ@ï°çáÉTÅ[ÉrÉXéñã∆,ÇqÅ@ÉTÅ[ÉrÉXã∆ÅiëºÇ…ï™óﬁÇ≥ÇÍÇ»Ç¢Ç‡ÇÃÅj,ÇrÅ@åˆñ±ÅiëºÇ…ï™óﬁÇ≥ÇÍÇÈÇ‡ÇÃÇèúÇ≠Åj,ÇsÅ@ï™óﬁïsî\ÇÃéYã∆,ëçêîÅiéYã∆ëÂï™óﬁÅj,Ç`Å@î_ã∆ÅCó—ã∆,Ç§Çøî_ã∆,ÇaÅ@ãôã∆,ÇbÅ@çzã∆ÅCçÃêŒã∆ÅCçªóòçÃéÊã∆,ÇcÅ@åöê›ã∆,ÇdÅ@êªë¢ã∆,ÇeÅ@ìdãCÅEÉKÉXÅEîMãüããÅEêÖìπã∆,ÇfÅ@èÓïÒí êMã∆,ÇgÅ@â^óAã∆ÅCóXï÷ã∆,ÇhÅ@âµîÑã∆ÅCè¨îÑã∆,ÇiÅ@ã‡óZã∆ÅCï€åØã∆,ÇjÅ@ïsìÆéYã∆ÅCï®ïií¿ë›ã∆,ÇkÅ@äwèpå§ãÜÅCêÍñÂÅEãZèpÉTÅ[ÉrÉXã∆,ÇlÅ@èhîëã∆ÅCà˘êHÉTÅ[ÉrÉXã∆,ÇmÅ@ê∂äàä÷òAÉTÅ[ÉrÉXã∆ÅCå‚äyã∆,ÇnÅ@ã≥àÁÅCäwèKéxâáã∆,ÇoÅ@à„ó√ÅCïüéÉ,ÇpÅ@ï°çáÉTÅ[ÉrÉXéñã∆,ÇqÅ@ÉTÅ[ÉrÉXã∆ÅiëºÇ…ï™óﬁÇ≥ÇÍÇ»Ç¢Ç‡ÇÃÅj,ÇrÅ@åˆñ±ÅiëºÇ…ï™óﬁÇ≥ÇÍÇÈÇ‡ÇÃÇèúÇ≠Åj,ÇsÅ@ï™óﬁïsî\ÇÃéYã∆
1433,"25204","100301","3","","","","é†âÍåß","ãﬂç]î™î¶és","ëÈéîí¨ñk","ÇPíöñ⁄",326,4,4,-,-,11,107,2,3,15,51,6,4,4,26,17,13,31,2,10,9,11,196,2,2,-,-,9,88,1,2,11,24,4,2,3,12,7,6,3,1,9,5,7,130,2,2,-,-,2,19,1,1,4,27,2,2,1,14,10,7,28,1,1,4,4
1434,"25204","100302","3","","","","é†âÍåß","ãﬂç]î™î¶és","ëÈéîí¨ñk","ÇQíöñ⁄",123,-,-,-,-,5,45,-,2,3,8,3,1,4,3,6,6,29,-,-,4,4,70,-,-,-,-,5,37,-,2,3,4,2,-,1,2,4,1,5,-,-,3,1,53,-,-,-,-,-,8,-,-,-,4,1,1,3,1,2,5,24,-,-,1,3
1435,"25204","100303","3","","","","é†âÍåß","ãﬂç]î™î¶és","ëÈéîí¨ñk","ÇRíöñ⁄",239,1,1,-,-,8,77,3,1,8,32,3,7,6,14,7,8,31,4,14,7,8,138,1,1,-,-,8,57,3,1,5,16,3,4,4,5,2,2,10,1,9,3,4,101,-,-,-,-,-,20,-,-,3,16,-,3,2,9,5,6,21,3,5,4,4
1436,"25204","100304","3","","","","é†âÍåß","ãﬂç]î™î¶és","ëÈéîí¨ñk","ÇSíöñ⁄",469,1,1,-,-,21,154,1,3,8,68,15,4,12,16,10,25,72,4,12,16,27,275,1,1,-,-,14,127,-,2,6,28,8,3,6,6,5,10,22,3,8,9,17,194,-,-,-,-,7,27,1,1,2,40,7,1,6,10,5,15,50,1,4,7,10
1437,"25204","1004","2","","","","é†âÍåß","ãﬂç]î™î¶és","ëÈéîí¨","",1225,18,18,-,-,48,321,5,20,50,186,36,33,42,76,41,65,129,10,61,39,45,680,14,14,-,-,40,248,5,15,36,76,18,16,24,34,11,23,38,7,34,19,22,545,4,4,-,-,8,73,-,5,14,110,18,17,18,42,30,42,91,3,27,20,23
1438,"25204","1011","2","","","","é†âÍåß","ãﬂç]î™î¶és","êºñ{ãΩí¨ìå","",290,4,4,-,-,17,99,-,6,8,36,4,3,5,17,11,19,35,3,10,7,6,177,2,2,-,-,13,80,-,6,6,18,2,1,4,7,3,10,7,3,5,6,4,113,2,2,-,-,4,19,-,-,2,18,2,2,1,10,8,9,28,-,5,1,2
1439,"25204","1012","2","","","","é†âÍåß","ãﬂç]î™î¶és","êºñ{ãΩí¨êº","",98,-,-,-,-,8,31,1,2,5,24,-,1,1,5,1,4,6,-,2,2,5,64,-,-,-,-,6,26,1,2,4,14,-,1,1,2,-,1,1,-,1,1,3,34,-,-,-,-,2,5,-,-,1,10,-,-,-,3,1,3,5,-,1,1,2
1440,"25204","1013","2","","","","é†âÍåß","ãﬂç]î™î¶és","êºñ{ãΩí¨","",290,4,4,-,-,10,85,1,4,17,48,5,4,6,5,11,17,24,2,27,12,8,167,2,2,-,-,8,61,1,3,12,24,3,1,3,1,5,6,4,1,18,8,6,123,2,2,-,-,2,24,-,1,5,24,2,3,3,4,6,11,20,1,9,4,2
1441,"25204","1020","2","","","","é†âÍåß","ãﬂç]î™î¶és","ã‡çÑéõí¨","",230,7,7,-,-,14,57,1,2,11,32,5,5,2,9,5,8,37,6,17,5,7,130,4,4,-,-,12,51,1,1,8,15,2,5,2,-,3,4,4,2,11,3,2,100,3,3,-,-,2,6,-,1,3,17,3,-,-,9,2,4,33,4,6,2,5
1442,"25204","1030","2","","","","é†âÍåß","ãﬂç]î™î¶és","êôêXí¨","",213,4,4,-,-,15,75,1,4,13,36,6,1,4,10,2,4,19,4,10,2,3,120,3,3,-,-,11,54,1,4,8,17,2,-,2,1,-,-,4,2,7,1,3,93,1,1,-,-,4,21,-,-,5,19,4,1,2,9,2,4,15,2,3,1,-
1443,"25204","1040","2","","","","é†âÍåß","ãﬂç]î™î¶és","í∑ìcí¨","",157,6,6,-,-,6,40,2,4,10,24,5,5,4,9,1,12,10,-,8,8,3,93,6,6,-,-,5,30,2,2,5,10,3,3,3,4,1,6,4,-,4,5,-,64,-,-,-,-,1,10,-,2,5,14,2,2,1,5,-,6,6,-,4,3,3
1444,"25204","1050","2","","","","é†âÍåß","ãﬂç]î™î¶és","êºèØí¨","",708,11,11,-,-,33,205,9,14,31,108,17,5,16,35,14,41,86,5,39,20,19,398,9,9,-,-,27,152,9,14,22,37,8,3,13,12,5,15,16,2,27,15,12,310,2,2,-,-,6,53,-,-,9,71,9,2,3,23,9,26,70,3,12,5,7
1445,"25204","1060","2","","","","é†âÍåß","ãﬂç]î™î¶és","êÛè¨à‰í¨","",367,36,36,-,-,28,92,2,3,10,60,5,3,11,15,6,11,35,3,27,12,8,195,22,22,-,-,22,57,1,3,5,25,3,2,6,7,2,3,6,2,17,8,4,172,14,14,-,-,6,35,1,-,5,35,2,1,5,8,4,8,29,1,10,4,4
1446,"25204","1070","2","","","","é†âÍåß","ãﬂç]î™î¶és","ìÏñ{ãΩí¨","",74,-,-,-,-,4,17,-,1,3,10,2,1,-,-,5,4,9,1,2,4,11,45,-,-,-,-,3,16,-,1,3,3,1,1,-,-,2,1,3,-,2,2,7,29,-,-,-,-,1,1,-,-,-,7,1,-,-,-,3,3,6,1,-,2,4
1447,"25204","1080","2","","","","é†âÍåß","ãﬂç]î™î¶és","ìÏñ{ãΩí¨","",73,-,-,-,-,3,20,-,1,6,15,3,-,1,1,3,1,7,1,1,1,9,39,-,-,-,-,2,17,-,-,4,6,-,-,1,-,-,1,1,1,-,-,6,34,-,-,-,-,1,3,-,1,2,9,3,-,-,1,3,-,6,-,1,1,3
1448,"25204","1090","2","","","","é†âÍåß","ãﬂç]î™î¶és","ìÏñ{ãΩí¨","",102,-,-,-,-,7,20,-,1,3,22,-,1,2,5,8,2,8,-,8,2,13,59,-,-,-,-,6,16,-,1,3,12,-,1,-,2,2,-,2,-,5,2,7,43,-,-,-,-,1,4,-,-,-,10,-,-,2,3,6,2,6,-,3,-,6
1449,"25204","1100","2","","","","é†âÍåß","ãﬂç]î™î¶és","í|í¨","",89,12,12,-,-,5,21,1,2,1,13,2,1,1,2,3,4,12,2,4,2,1,54,7,7,-,-,5,16,1,2,1,6,1,1,1,-,2,1,2,2,4,2,-,35,5,5,-,-,-,5,-,-,-,7,1,-,-,2,1,3,10,-,-,-,1
1450,"25204","1110","2","","","","é†âÍåß","ãﬂç]î™î¶és","ìåí¨","",95,4,4,-,-,3,29,-,1,6,13,1,-,4,6,1,6,7,2,4,3,5,57,3,3,-,-,3,20,-,1,5,6,-,-,3,-,1,4,1,-,4,2,4,38,1,1,-,-,-,9,-,-,1,7,1,-,1,6,-,2,6,2,-,1,1
1451,"25204","1120","2","","","","é†âÍåß","ãﬂç]î™î¶és","írìcñ{í¨","",475,11,11,-,-,31,129,1,6,26,82,12,5,5,19,13,26,48,8,25,11,17,261,9,9,-,-,26,96,1,5,13,33,4,2,3,6,4,11,7,8,17,6,10,214,2,2,-,-,5,33,-,1,13,49,8,3,2,13,9,15,41,-,8,5,7
1452,"25204","1130","2","","","","é†âÍåß","ãﬂç]î™î¶és","êÏå¥í¨","",90,-,-,-,-,6,29,-,3,6,13,1,1,1,5,3,3,5,-,9,2,3,50,-,-,-,-,3,24,-,2,4,6,-,-,-,2,-,2,-,-,4,2,1,40,-,-,-,-,3,5,-,1,2,7,1,1,1,3,3,1,5,-,5,-,2
1453,"25204","1140","2","","","","é†âÍåß","ãﬂç]î™î¶és","êÏå¥í¨","",69,3,3,-,-,4,21,-,-,4,6,1,1,1,4,2,1,12,-,6,1,2,43,2,2,-,-,4,18,-,-,3,1,1,1,1,2,2,-,2,-,4,-,2,26,1,1,-,-,-,3,-,-,1,5,-,-,-,2,-,1,10,-,2,1,-
1454,"25204","1150","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ó{éõí¨","",236,12,12,-,-,13,62,-,1,17,52,9,1,1,12,5,5,25,4,8,3,6,131,9,9,-,-,12,49,-,1,12,21,3,1,1,3,-,1,4,4,4,2,4,105,3,3,-,-,1,13,-,-,5,31,6,-,-,9,5,4,21,-,4,1,2
1455,"25204","1160","2","","","","é†âÍåß","ãﬂç]î™î¶és","è„ñÏí¨","",273,3,3,-,-,15,67,1,7,20,49,3,3,8,14,12,7,24,3,14,4,19,154,2,2,-,-,14,47,1,4,17,20,2,2,4,6,2,4,4,3,7,4,11,119,1,1,-,-,1,20,-,3,3,29,1,1,4,8,10,3,20,-,7,-,8
1456,"25204","1170","2","","","","é†âÍåß","ãﬂç]î™î¶és","å√êÏí¨","",728,10,10,2,-,37,218,7,6,36,102,15,8,16,27,28,44,92,4,31,29,16,432,6,6,1,-,34,168,6,5,19,51,7,7,14,11,13,21,21,3,19,16,10,296,4,4,1,-,3,50,1,1,17,51,8,1,2,16,15,23,71,1,12,13,6
1457,"25204","1180","2","","","","é†âÍåß","ãﬂç]î™î¶és","óŒí¨","",63,1,1,-,-,3,15,-,1,3,12,3,-,3,2,4,2,6,-,7,1,-,37,1,1,-,-,2,10,-,1,2,9,1,-,3,1,1,1,-,-,4,1,-,26,-,-,-,-,1,5,-,-,1,3,2,-,-,1,3,1,6,-,3,-,-
1458,"25204","1190","2","","","","é†âÍåß","ãﬂç]î™î¶és","óŒí¨","",36,1,1,-,-,3,10,1,-,3,4,-,1,1,-,1,3,5,-,1,2,-,21,-,-,-,-,3,8,1,-,-,2,-,1,1,-,-,1,1,-,1,2,-,15,1,1,-,-,-,2,-,-,3,2,-,-,-,-,1,2,4,-,-,-,-
1459,"25204","1200","2","","","","é†âÍåß","ãﬂç]î™î¶és","óŒí¨","",109,2,2,-,-,6,30,-,1,3,17,1,-,4,2,8,1,20,-,6,2,6,57,1,1,-,-,5,19,-,-,3,8,1,-,3,-,2,-,6,-,4,1,4,52,1,1,-,-,1,11,-,1,-,9,-,-,1,2,6,1,14,-,2,1,2
1460,"25204","1210","2","","","","é†âÍåß","ãﬂç]î™î¶és","óŒí¨","",100,2,2,-,-,5,31,1,1,9,19,-,1,2,7,2,4,8,-,8,-,-,57,2,2,-,-,3,25,1,-,6,8,-,1,1,4,-,-,1,-,5,-,-,43,-,-,-,-,2,6,-,1,3,11,-,-,1,3,2,4,7,-,3,-,-
1461,"25204","1220","2","","","","é†âÍåß","ãﬂç]î™î¶és","âvìcí¨","",64,4,4,-,-,7,18,-,-,4,8,-,-,2,1,5,2,3,2,6,2,-,39,4,4,-,-,7,10,-,-,3,3,-,-,1,1,3,-,1,2,3,1,-,25,-,-,-,-,-,8,-,-,1,5,-,-,1,-,2,2,2,-,3,1,-
1462,"25204","1230","2","","","","é†âÍåß","ãﬂç]î™î¶és","ñˆí¨","",96,2,2,-,-,12,27,1,-,10,13,2,2,-,10,1,2,9,-,4,1,-,50,-,-,-,-,10,20,1,-,3,5,-,2,-,5,-,1,1,-,2,-,-,46,2,2,-,-,2,7,-,-,7,8,2,-,-,5,1,1,8,-,2,1,-
1463,"25204","1240","2","","","","é†âÍåß","ãﬂç]î™î¶és","ñˆí¨","",85,1,1,-,-,6,23,-,-,12,18,-,-,2,6,2,3,1,-,9,-,2,54,1,1,-,-,5,17,-,-,8,8,-,-,1,3,1,1,-,-,8,-,1,31,-,-,-,-,1,6,-,-,4,10,-,-,1,3,1,2,1,-,1,-,1
1464,"25204","1250","2","","","","é†âÍåß","ãﬂç]î™î¶és","ñˆí¨","",87,-,-,-,-,6,28,-,1,8,16,1,1,1,2,1,1,13,-,8,-,-,44,-,-,-,-,5,21,-,1,3,7,-,1,1,-,-,1,-,-,4,-,-,43,-,-,-,-,1,7,-,-,5,9,1,-,-,2,1,-,13,-,4,-,-
1465,"25204","1260","2","","","","é†âÍåß","ãﬂç]î™î¶és","íÜè¨êXí¨","",83,2,2,-,-,7,28,-,2,6,5,-,-,1,1,2,8,8,-,4,7,2,56,2,2,-,-,4,25,-,2,4,2,-,-,1,1,-,3,3,-,2,6,1,27,-,-,-,-,3,3,-,-,2,3,-,-,-,-,2,5,5,-,2,1,1
1466,"25204","1270","2","","","","é†âÍåß","ãﬂç]î™î¶és","íÜè¨êXí¨","",1377,12,12,-,-,76,475,4,13,52,195,29,22,33,78,39,57,160,9,54,36,33,827,8,8,-,-,60,384,4,11,40,83,14,13,22,38,16,19,31,6,36,23,19,550,4,4,-,-,16,91,-,2,12,112,15,9,11,40,23,38,129,3,18,13,14
1467,"25204","1280","2","","","","é†âÍåß","ãﬂç]î™î¶és","ê‘îˆí¨","",54,7,7,-,-,5,11,-,1,1,7,1,-,5,-,1,2,8,-,3,-,2,32,5,5,-,-,4,8,-,-,1,3,1,-,4,-,-,1,1,-,3,-,1,22,2,2,-,-,1,3,-,1,-,4,-,-,1,-,1,1,7,-,-,-,1
1468,"25204","1290","2","","","","é†âÍåß","ãﬂç]î™î¶és","ëÂêXí¨","",239,5,5,-,1,20,83,2,2,15,26,3,6,3,21,10,6,17,1,12,4,2,143,3,3,-,1,17,63,-,2,12,9,1,4,2,7,6,2,4,1,5,3,1,96,2,2,-,-,3,20,2,-,3,17,2,2,1,14,4,4,13,-,7,1,1
1469,"25204","1300","2","","","","é†âÍåß","ãﬂç]î™î¶és","ñxè„í¨","",1387,7,7,-,-,66,413,5,11,57,192,26,19,37,84,47,67,147,9,63,39,98,819,4,4,-,-,51,334,4,7,47,82,9,12,24,33,19,27,38,6,36,24,62,568,3,3,-,-,15,79,1,4,10,110,17,7,13,51,28,40,109,3,27,15,36
1470,"25204","1310","2","","","","é†âÍåß","ãﬂç]î™î¶és","îííπí¨","",465,1,1,-,-,18,155,6,6,17,55,12,10,16,17,9,24,59,5,15,11,29,281,1,1,-,-,13,127,4,6,13,29,7,7,11,4,2,10,10,2,12,9,14,184,-,-,-,-,5,28,2,-,4,26,5,3,5,13,7,14,49,3,3,2,15
1471,"25204","1320","2","","","","é†âÍåß","ãﬂç]î™î¶és","ì˙ãgñÏí¨","",666,4,4,-,-,43,192,4,6,51,108,9,5,16,37,19,26,75,5,28,19,19,370,3,3,-,-,32,141,4,4,37,42,3,3,11,11,6,11,20,1,16,12,13,296,1,1,-,-,11,51,-,2,14,66,6,2,5,26,13,15,55,4,12,7,6
1472,"25204","1330","2","","","","é†âÍåß","ãﬂç]î™î¶és","é·ã{í¨","",332,1,1,-,-,22,96,3,4,28,37,2,1,6,19,9,3,23,1,61,11,5,192,-,-,-,-,17,62,3,3,15,15,-,-,5,8,2,1,4,-,44,10,3,140,1,1,-,-,5,34,-,1,13,22,2,1,1,11,7,2,19,1,17,1,2
1473,"25204","1340","2","","","","é†âÍåß","ãﬂç]î™î¶és","î™ñÿí¨","",154,11,11,-,-,11,47,-,1,15,20,-,3,5,9,2,3,18,-,6,3,-,85,10,10,-,-,9,29,-,-,11,8,-,1,4,1,-,1,5,-,4,2,-,69,1,1,-,-,2,18,-,1,4,12,-,2,1,8,2,2,13,-,2,1,-
1474,"25204","1350","2","","","","é†âÍåß","ãﬂç]î™î¶és","é¬å¥í¨","",239,3,3,-,-,9,53,2,1,19,40,3,1,5,7,11,20,23,1,31,7,3,127,2,2,-,-,8,41,2,1,10,15,1,1,4,1,4,10,5,1,13,7,1,112,1,1,-,-,1,12,-,-,9,25,2,-,1,6,7,10,18,-,18,-,2
1475,"25204","1360","2","","","","é†âÍåß","ãﬂç]î™î¶és","é¬å¥í¨","",163,1,1,-,-,12,37,2,2,10,31,6,1,5,3,6,7,19,-,17,2,2,92,1,1,-,-,11,30,1,2,6,11,3,1,4,-,2,2,5,-,11,1,1,71,-,-,-,-,1,7,1,-,4,20,3,-,1,3,4,5,14,-,6,1,1
1476,"25204","1370","2","","","","é†âÍåß","ãﬂç]î™î¶és","é¬å¥í¨","",165,1,1,-,-,11,58,1,3,9,22,4,-,3,5,7,6,18,1,11,3,2,102,1,1,-,-,8,44,1,3,6,12,3,-,2,1,5,1,2,1,9,1,2,63,-,-,-,-,3,14,-,-,3,10,1,-,1,4,2,5,16,-,2,2,-
1477,"25204","1380","2","","","","é†âÍåß","ãﬂç]î™î¶és","înï£í¨","",1060,33,32,-,-,57,442,1,9,55,114,16,7,17,39,28,32,102,11,49,23,25,644,22,21,-,-,48,338,1,7,34,53,7,4,12,10,11,12,20,5,30,16,14,416,11,11,-,-,9,104,-,2,21,61,9,3,5,29,17,20,82,6,19,7,11
1478,"25204","1390","2","","","","é†âÍåß","ãﬂç]î™î¶és","ìåâ°ä÷í¨","",72,4,4,-,-,2,21,-,1,2,10,1,-,3,4,-,7,6,1,2,2,6,41,2,2,-,-,2,13,-,1,1,5,1,-,3,1,-,4,2,-,1,1,4,31,2,2,-,-,-,8,-,-,1,5,-,-,-,3,-,3,4,1,1,1,2
1479,"25204","1400","2","","","","é†âÍåß","ãﬂç]î™î¶és","êÁëmãüí¨","",248,13,13,-,-,18,72,1,2,9,40,3,3,6,6,3,10,31,1,9,10,11,137,10,10,-,-,14,45,1,2,8,17,1,2,3,2,2,3,7,1,7,8,4,111,3,3,-,-,4,27,-,-,1,23,2,1,3,4,1,7,24,-,2,2,7
1480,"25204","1410","2","","","","é†âÍåß","ãﬂç]î™î¶és","ìåêÏí¨","",126,29,29,-,-,10,19,1,1,5,9,1,-,3,3,2,13,19,-,5,3,3,70,16,16,-,-,7,12,1,1,3,5,1,-,2,2,-,6,8,-,3,1,2,56,13,13,-,-,3,7,-,-,2,4,-,-,1,1,2,7,11,-,2,2,1
1481,"25204","1420","2","","","","é†âÍåß","ãﬂç]î™î¶és","ëqã¥ïîí¨","",63,5,5,-,-,3,18,1,1,2,10,-,-,-,2,3,1,12,-,5,-,-,37,5,5,-,-,3,12,1,1,2,4,-,-,-,1,2,1,2,-,3,-,-,26,-,-,-,-,-,6,-,-,-,6,-,-,-,1,1,-,10,-,2,-,-
1482,"25204","1430","2","","","","é†âÍåß","ãﬂç]î™î¶és","èÚìyéõí¨","",36,5,5,-,-,2,6,2,1,2,2,-,-,1,2,1,5,1,2,2,2,-,22,4,4,-,-,2,3,2,1,1,-,-,-,1,2,-,-,-,2,2,2,-,14,1,1,-,-,-,3,-,-,1,2,-,-,-,-,1,5,1,-,-,-,-
1483,"25204","1440","2","","","","é†âÍåß","ãﬂç]î™î¶és","è„î®í¨","",39,2,2,-,-,3,15,-,-,3,4,-,-,-,2,-,2,3,1,3,1,-,23,2,2,-,-,2,8,-,-,2,2,-,-,-,1,-,1,1,1,3,-,-,16,-,-,-,-,1,7,-,-,1,2,-,-,-,1,-,1,2,-,-,1,-
1484,"25204","1450","2","","","","é†âÍåß","ãﬂç]î™î¶és","êVä™í¨","",57,4,4,-,1,8,17,-,-,6,6,-,-,1,4,2,2,2,1,-,-,3,29,3,3,-,1,6,12,-,-,2,1,-,-,1,1,1,1,-,-,-,-,-,28,1,1,-,-,2,5,-,-,4,5,-,-,-,3,1,1,2,1,-,-,3
1485,"25204","1460","2","","","","é†âÍåß","ãﬂç]î™î¶és","í∑ïüéõí¨","",75,-,-,-,-,2,28,-,-,3,11,-,2,2,2,1,1,5,-,5,1,12,49,-,-,-,-,2,19,-,-,2,6,-,2,1,1,-,-,-,-,4,1,11,26,-,-,-,-,-,9,-,-,1,5,-,-,1,1,1,1,5,-,1,-,1
1486,"25204","1470","2","","","","é†âÍåß","ãﬂç]î™î¶és","ç]ì™í¨","",682,18,18,-,-,48,164,3,7,43,120,14,11,22,41,33,25,82,6,21,17,7,388,14,14,-,-,41,118,3,6,31,53,7,6,13,15,15,12,20,5,15,12,2,294,4,4,-,-,7,46,-,1,12,67,7,5,9,26,18,13,62,1,6,5,5
1487,"25204","1480","2","","","","é†âÍåß","ãﬂç]î™î¶és","è\â§í¨","",417,11,11,-,-,27,131,3,1,12,82,4,7,7,15,12,27,44,5,18,7,4,231,8,8,-,-,19,87,3,1,9,44,1,4,3,9,4,10,14,1,9,4,1,186,3,3,-,-,8,44,-,-,3,38,3,3,4,6,8,17,30,4,9,3,3
1488,"25204","1490","2","","","","é†âÍåß","ãﬂç]î™î¶és","è¨ìcí¨","",277,23,23,5,-,19,68,2,1,16,48,2,-,5,10,8,4,36,5,16,8,1,160,15,15,4,-,16,46,1,1,10,27,1,-,3,3,1,1,11,4,13,3,-,117,8,8,1,-,3,22,1,-,6,21,1,-,2,7,7,3,25,1,3,5,1
1489,"25204","1500","2","","","","é†âÍåß","ãﬂç]î™î¶és","ñÏë∫í¨","",522,42,42,1,-,39,149,2,5,26,67,8,3,18,19,16,19,45,9,31,16,7,297,29,29,1,-,32,105,2,4,16,26,2,3,12,6,7,9,7,7,17,10,2,225,13,13,-,-,7,44,-,1,10,41,6,-,6,13,9,10,38,2,14,6,5
1490,"25204","1510","2","","","","é†âÍåß","ãﬂç]î™î¶és","ç≤îgç]í¨","",96,5,5,-,-,14,26,-,-,4,13,-,1,5,1,1,3,13,-,9,-,1,49,3,3,-,-,12,12,-,-,3,7,-,1,3,-,-,2,1,-,4,-,1,47,2,2,-,-,2,14,-,-,1,6,-,-,2,1,1,1,12,-,5,-,-
1491,"25204","1520","2","","","","é†âÍåß","ãﬂç]î™î¶és","êÖåsí¨","",13,1,1,-,-,-,1,-,-,-,1,-,-,2,-,-,-,6,-,-,1,1,8,1,1,-,-,-,1,-,-,-,1,-,-,1,-,-,-,3,-,-,1,-,5,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,3,-,-,-,1
1492,"25204","1530","2","","","","é†âÍåß","ãﬂç]î™î¶és","ä€ÇÃì‡í¨","",713,3,3,-,1,36,219,4,13,36,110,11,8,25,37,16,25,86,6,41,23,13,397,1,1,-,1,29,156,2,12,28,51,6,5,14,14,9,8,13,2,24,15,7,316,2,2,-,-,7,63,2,1,8,59,5,3,11,23,7,17,73,4,17,8,6
1493,"25204","1540","2","","","","é†âÍåß","ãﬂç]î™î¶és","ïêç≤í¨","",368,3,3,-,-,24,115,2,1,20,73,2,3,6,19,13,13,27,3,23,3,18,196,3,3,-,-,20,80,2,1,11,30,-,2,4,6,5,7,1,1,12,2,9,172,-,-,-,-,4,35,-,-,9,43,2,1,2,13,8,6,26,2,11,1,9
