1,ïΩê¨27îNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ëÊ7ï\Å@èZãèÇÃéÌóﬁÅEèZëÓÇÃèäóLÇÃä÷åWÅi6ãÊï™Åjï àÍî ê¢ë—êîÅCàÍî ê¢ë—êlàıãyÇ—1ê¢ë—ìñÇΩÇËêlàı Å|í¨íöÅEéöìô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,àÍî ê¢ë—êî,,,,,,,,,,àÍî ê¢ë—êlàı,,,,,,,,,,1ê¢ë—ìñÇΩÇËêlàı,,,,,,,,,
5,ésãÊí¨ë∫ÉRÅ[Éh,í¨íöéöÉRÅ[Éh,ínàÊéØï î‘çÜ,îÈìΩèàóù,îÈìΩêÊèÓïÒ,çáéZínàÊ,ìsìπï{åßñº,ésãÊí¨ë∫ñº,ëÂéöÅEí¨ñº,éöÅEíöñ⁄ñº,ëçêîÅièZãèÇÃéÌóﬁÅEèZëÓÇÃèäóLÇÃä÷åWÅj,èZëÓÇ…èZÇﬁàÍî ê¢ë—,éÂê¢ë—,éùÇøâ∆,åˆâcÅEìsésçƒê∂ã@ç\ÅEåˆé–ÇÃéÿâ∆,ñØâcÇÃéÿâ∆,ããó^èZëÓ,ä‘éÿÇË,èZëÓà»äOÇ…èZÇﬁàÍî ê¢ë—,èZãèÇÃéÌóﬁÅuïsè⁄Åv,ëçêîÅièZãèÇÃéÌóﬁÅEèZëÓÇÃèäóLÇÃä÷åWÅj  ,èZëÓÇ…èZÇﬁàÍî ê¢ë—,éÂê¢ë—,éùÇøâ∆,åˆâcÅEìsésçƒê∂ã@ç\ÅEåˆé–ÇÃéÿâ∆,ñØâcÇÃéÿâ∆,ããó^èZëÓ,ä‘éÿÇË,èZëÓà»äOÇ…èZÇﬁàÍî ê¢ë—,èZãèÇÃéÌóﬁÅuïsè⁄Åv,ëçêîÅièZãèÇÃéÌóﬁÅEèZëÓÇÃèäóLÇÃä÷åWÅj  ,èZëÓÇ…èZÇﬁàÍî ê¢ë—,éÂê¢ë—,éùÇøâ∆,åˆâcÅEìsésçƒê∂ã@ç\ÅEåˆé–ÇÃéÿâ∆,ñØâcÇÃéÿâ∆,ããó^èZëÓ,ä‘éÿÇË,èZëÓà»äOÇ…èZÇﬁàÍî ê¢ë—,èZãèÇÃéÌóﬁÅuïsè⁄Åv
535,"25201","3300","2","","","","é†âÍåß","ëÂí√és","åIó—í¨","",106,105,105,60,28,9,8,-,1,-,271,268,268,161,66,20,21,-,3,-,2.5566037736,2.5523809524,2.5523809524,2.6833333333,2.3571428571,2.2222222222,2.6250000000,-,3.0000000000,-
536,"25201","3370","2","","","","é†âÍåß","ëÂí√és","äûñÏâY","",716,694,691,396,-,268,27,3,22,-,1697,1673,1665,1050,-,534,81,8,24,-,2.3701117318,2.4106628242,2.4095513748,2.6515151515,-,1.9925373134,3.0000000000,2.6666666667,1.0909090909,-
537,"25201","3380","2","","","","é†âÍåß","ëÂí√és","ëÂè´åR","",1858,1851,1847,705,-,1081,61,4,7,-,4194,4184,4176,2255,-,1792,129,8,10,-,2.2572658773,2.2603997839,2.2609637250,3.1985815603,-,1.6577243293,2.1147540984,2.0000000000,1.4285714286,-
538,"25201","338001","3","","","","é†âÍåß","ëÂí√és","ëÂè´åR","ÇPíöñ⁄",827,826,823,337,-,459,27,3,1,-,2032,2028,2022,1169,-,786,67,6,4,-,2.4570737606,2.4552058111,2.4568651276,3.4688427300,-,1.7124183007,2.4814814815,2.0000000000,4.0000000000,-
539,"25201","338002","3","","","","é†âÍåß","ëÂí√és","ëÂè´åR","ÇQíöñ⁄",358,355,354,55,-,283,16,1,3,-,619,616,614,183,-,414,17,2,3,-,1.7290502793,1.7352112676,1.7344632768,3.3272727273,-,1.4628975265,1.0625000000,2.0000000000,1.0000000000,-
540,"25201","338003","3","","","","é†âÍåß","ëÂí√és","ëÂè´åR","ÇRíöñ⁄",673,670,670,313,-,339,18,-,3,-,1543,1540,1540,903,-,592,45,-,3,-,2.2927191679,2.2985074627,2.2985074627,2.8849840256,-,1.7463126844,2.5000000000,-,1.0000000000,-
541,"25201","3410","2","","","","é†âÍåß","ëÂí√és","ã¬ñÿÇÃó¢","",1612,1604,1596,1506,-,75,15,8,8,-,4373,4353,4337,4103,-,194,40,16,20,-,2.7127791563,2.7138403990,2.7174185464,2.7244355910,-,2.5866666667,2.6666666667,2.0000000000,2.5000000000,-
542,"25201","341001","3","","","","é†âÍåß","ëÂí√és","ã¬ñÿÇÃó¢","ÇPíöñ⁄",296,296,294,293,-,-,1,2,-,-,761,761,758,754,-,-,4,3,-,-,2.5709459459,2.5709459459,2.5782312925,2.5733788396,-,-,4.0000000000,1.5000000000,-,-
543,"25201","341002","3","","","","é†âÍåß","ëÂí√és","ã¬ñÿÇÃó¢","ÇQíöñ⁄",212,210,209,202,-,6,1,1,2,-,602,596,593,573,-,17,3,3,6,-,2.8396226415,2.8380952381,2.8373205742,2.8366336634,-,2.8333333333,3.0000000000,3.0000000000,3.0000000000,-
544,"25201","341003","3","","","","é†âÍåß","ëÂí√és","ã¬ñÿÇÃó¢","ÇRíöñ⁄",144,144,144,106,-,36,2,-,-,-,398,398,398,290,-,99,9,-,-,-,2.7638888889,2.7638888889,2.7638888889,2.7358490566,-,2.7500000000,4.5000000000,-,-,-
545,"25201","341004","3","","","","é†âÍåß","ëÂí√és","ã¬ñÿÇÃó¢","ÇSíöñ⁄",353,352,352,337,-,15,-,-,1,-,968,964,964,926,-,38,-,-,4,-,2.7422096317,2.7386363636,2.7386363636,2.7477744807,-,2.5333333333,-,-,4.0000000000,-
546,"25201","341005","3","","","","é†âÍåß","ëÂí√és","ã¬ñÿÇÃó¢","ÇTíöñ⁄",128,127,127,126,-,1,-,-,1,-,362,358,358,353,-,5,-,-,4,-,2.8281250000,2.8188976378,2.8188976378,2.8015873016,-,5.0000000000,-,-,4.0000000000,-
547,"25201","341006","3","","","","é†âÍåß","ëÂí√és","ã¬ñÿÇÃó¢","ÇUíöñ⁄",236,235,234,231,-,3,-,1,1,-,620,617,614,604,-,10,-,3,3,-,2.6271186441,2.6255319149,2.6239316239,2.6147186147,-,3.3333333333,-,3.0000000000,3.0000000000,-
548,"25201","341007","3","","","","é†âÍåß","ëÂí√és","ã¬ñÿÇÃó¢","ÇVíöñ⁄",243,240,236,211,-,14,11,4,3,-,662,659,652,603,-,25,24,7,3,-,2.7242798354,2.7458333333,2.7627118644,2.8578199052,-,1.7857142857,2.1818181818,1.7500000000,1.0000000000,-
549,"25201","3990","2","","","","é†âÍåß","ëÂí√és","èºóz","",348,347,347,345,-,2,-,-,1,-,1166,1161,1161,1157,-,4,-,-,5,-,3.3505747126,3.3458213256,3.3458213256,3.3536231884,-,2.0000000000,-,-,5.0000000000,-
550,"25201","399001","3","","","","é†âÍåß","ëÂí√és","èºóz","ÇPíöñ⁄",32,31,31,29,-,2,-,-,1,-,105,100,100,96,-,4,-,-,5,-,3.2812500000,3.2258064516,3.2258064516,3.3103448276,-,2.0000000000,-,-,5.0000000000,-
551,"25201","399002","3","","","","é†âÍåß","ëÂí√és","èºóz","ÇQíöñ⁄",107,107,107,107,-,-,-,-,-,-,345,345,345,345,-,-,-,-,-,-,3.2242990654,3.2242990654,3.2242990654,3.2242990654,-,-,-,-,-,-
552,"25201","399003","3","","","","é†âÍåß","ëÂí√és","èºóz","ÇRíöñ⁄",157,157,157,157,-,-,-,-,-,-,534,534,534,534,-,-,-,-,-,-,3.4012738854,3.4012738854,3.4012738854,3.4012738854,-,-,-,-,-,-
553,"25201","399004","3","","","","é†âÍåß","ëÂí√és","èºóz","ÇSíöñ⁄",52,52,52,52,-,-,-,-,-,-,182,182,182,182,-,-,-,-,-,-,3.5000000000,3.5000000000,3.5000000000,3.5000000000,-,-,-,-,-,-
554,"25201","4000","2","","","","é†âÍåß","ëÂí√és","ã¬ñÿÇÃó¢ìå","",1754,1748,1739,1564,38,132,5,9,6,-,5141,5134,5119,4787,88,226,18,15,7,-,2.9310148233,2.9370709382,2.9436457734,3.0607416880,2.3157894737,1.7121212121,3.6000000000,1.6666666667,1.1666666667,-
555,"25201","400001","3","","","","é†âÍåß","ëÂí√és","ã¬ñÿÇÃó¢ìå","ÇPíöñ⁄",331,330,329,266,38,25,-,1,1,-,1020,1018,1017,877,88,52,-,1,2,-,3.0815709970,3.0848484848,3.0911854103,3.2969924812,2.3157894737,2.0800000000,-,1.0000000000,2.0000000000,-
556,"25201","400002","3","","","","é†âÍåß","ëÂí√és","ã¬ñÿÇÃó¢ìå","ÇQíöñ⁄",270,270,270,263,-,3,4,-,-,-,930,930,930,907,-,9,14,-,-,-,3.4444444444,3.4444444444,3.4444444444,3.4486692015,-,3.0000000000,3.5000000000,-,-,-
557,"25201","400003","3","","","","é†âÍåß","ëÂí√és","ã¬ñÿÇÃó¢ìå","ÇRíöñ⁄",99,99,99,93,-,6,-,-,-,-,286,286,286,271,-,15,-,-,-,-,2.8888888889,2.8888888889,2.8888888889,2.9139784946,-,2.5000000000,-,-,-,-
558,"25201","400004","3","","","","é†âÍåß","ëÂí√és","ã¬ñÿÇÃó¢ìå","ÇSíöñ⁄",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
559,"25201","400005","3","","","","é†âÍåß","ëÂí√és","ã¬ñÿÇÃó¢ìå","ÇTíöñ⁄",249,249,247,243,-,3,1,2,-,-,710,710,705,692,-,9,4,5,-,-,2.8514056225,2.8514056225,2.8542510121,2.8477366255,-,3.0000000000,4.0000000000,2.5000000000,-,-
560,"25201","400006","3","","","","é†âÍåß","ëÂí√és","ã¬ñÿÇÃó¢ìå","ÇUíöñ⁄",187,187,183,183,-,-,-,4,-,-,545,545,538,538,-,-,-,7,-,-,2.9144385027,2.9144385027,2.9398907104,2.9398907104,-,-,-,1.7500000000,-,-
561,"25201","400007","3","","","","é†âÍåß","ëÂí√és","ã¬ñÿÇÃó¢ìå","ÇVíöñ⁄",349,349,348,292,-,56,-,1,-,-,937,937,936,847,-,89,-,1,-,-,2.6848137536,2.6848137536,2.6896551724,2.9006849315,-,1.5892857143,-,1.0000000000,-,-
562,"25201","400008","3","","","","é†âÍåß","ëÂí√és","ã¬ñÿÇÃó¢ìå","ÇWíöñ⁄",269,264,263,224,-,39,-,1,5,-,713,708,707,655,-,52,-,1,5,-,2.6505576208,2.6818181818,2.6882129278,2.9241071429,-,1.3333333333,-,1.0000000000,1.0000000000,-
563,"25201","4010","2","","","","é†âÍåß","ëÂí√és","írÇÃó¢","",502,501,497,495,-,2,-,4,1,-,1715,1713,1705,1697,-,8,-,8,2,-,3.4163346614,3.4191616766,3.4305835010,3.4282828283,-,4.0000000000,-,2.0000000000,2.0000000000,-
564,"25201","4020","2","","","","é†âÍåß","ëÂí√és","í©ì˙","",574,571,568,558,-,8,2,3,3,-,1399,1391,1382,1355,-,24,3,9,8,-,2.4372822300,2.4360770578,2.4330985915,2.4283154122,-,3.0000000000,1.5000000000,3.0000000000,2.6666666667,-
565,"25201","402001","3","","","","é†âÍåß","ëÂí√és","í©ì˙","ÇPíöñ⁄",260,257,254,248,-,5,1,3,3,-,624,616,607,590,-,15,2,9,8,-,2.4000000000,2.3968871595,2.3897637795,2.3790322581,-,3.0000000000,2.0000000000,3.0000000000,2.6666666667,-
566,"25201","402002","3","","","","é†âÍåß","ëÂí√és","í©ì˙","ÇQíöñ⁄",314,314,314,310,-,3,1,-,-,-,775,775,775,765,-,9,1,-,-,-,2.4681528662,2.4681528662,2.4681528662,2.4677419355,-,3.0000000000,1.0000000000,-,-,-
567,"25201","4040","2","","","","é†âÍåß","ëÂí√és","åŒê¬","",430,429,428,422,-,4,2,1,1,-,1074,1071,1070,1056,-,6,8,1,3,-,2.4976744186,2.4965034965,2.5000000000,2.5023696682,-,1.5000000000,4.0000000000,1.0000000000,3.0000000000,-
568,"25201","404001","3","","","","é†âÍåß","ëÂí√és","åŒê¬","ÇPíöñ⁄",196,196,195,190,-,4,1,1,-,-,522,522,521,511,-,6,4,1,-,-,2.6632653061,2.6632653061,2.6717948718,2.6894736842,-,1.5000000000,4.0000000000,1.0000000000,-,-
569,"25201","404002","3","","","","é†âÍåß","ëÂí√és","åŒê¬","ÇQíöñ⁄",234,233,233,232,-,-,1,-,1,-,552,549,549,545,-,-,4,-,3,-,2.3589743590,2.3562231760,2.3562231760,2.3491379310,-,-,4.0000000000,-,3.0000000000,-
570,"25201","4060","2","","","","é†âÍåß","ëÂí√és","êÖñæ","",795,793,788,782,-,6,-,5,2,-,1958,1953,1942,1923,-,19,-,11,5,-,2.4628930818,2.4627994956,2.4644670051,2.4590792839,-,3.1666666667,-,2.2000000000,2.5000000000,-
571,"25201","406001","3","","","","é†âÍåß","ëÂí√és","êÖñæ","ÇPíöñ⁄",372,371,368,363,-,5,-,3,1,-,927,926,919,903,-,16,-,7,1,-,2.4919354839,2.4959568733,2.4972826087,2.4876033058,-,3.2000000000,-,2.3333333333,1.0000000000,-
572,"25201","406002","3","","","","é†âÍåß","ëÂí√és","êÖñæ","ÇQíöñ⁄",423,422,420,419,-,1,-,2,1,-,1031,1027,1023,1020,-,3,-,4,4,-,2.4373522459,2.4336492891,2.4357142857,2.4343675418,-,3.0000000000,-,2.0000000000,4.0000000000,-
573,"25201","4080","2","","","","é†âÍåß","ëÂí√és","è¨ñÏ","",194,194,193,166,-,27,-,1,-,-,585,585,582,514,-,68,-,3,-,-,3.0154639175,3.0154639175,3.0155440415,3.0963855422,-,2.5185185185,-,3.0000000000,-,-
574,"25201","4090","2","","","","é†âÍåß","ëÂí√és","òaÁéíÜ","",360,357,356,252,11,91,2,1,3,-,949,946,943,749,20,168,6,3,3,-,2.6361111111,2.6498599440,2.6488764045,2.9722222222,1.8181818182,1.8461538462,3.0000000000,3.0000000000,1.0000000000,-
575,"25201","4100","2","","","","é†âÍåß","ëÂí√és","òaÁéç°èh","",375,373,371,227,-,138,6,2,2,-,914,911,909,685,-,212,12,2,3,-,2.4373333333,2.4423592493,2.4501347709,3.0176211454,-,1.5362318841,2.0000000000,1.0000000000,1.5000000000,-
576,"25201","4110","2","","","","é†âÍåß","ëÂí√és","òaÁéìÏïl","",205,205,200,161,-,38,1,5,-,-,576,576,561,467,-,92,2,15,-,-,2.8097560976,2.8097560976,2.8050000000,2.9006211180,-,2.4210526316,2.0000000000,3.0000000000,-,-
577,"25201","4120","2","","","","é†âÍåß","ëÂí√és","òaÁéíÜïl","",249,249,249,157,-,91,1,-,-,-,602,602,602,469,-,132,1,-,-,-,2.4176706827,2.4176706827,2.4176706827,2.9872611465,-,1.4505494505,1.0000000000,-,-,-
578,"25201","4130","2","","","","é†âÍåß","ëÂí√és","òaÁéñkïl","",416,415,413,404,-,7,2,2,1,-,1225,1223,1216,1198,-,12,6,7,2,-,2.9447115385,2.9469879518,2.9443099274,2.9653465347,-,1.7142857143,3.0000000000,3.5000000000,2.0000000000,-
579,"25201","4140","2","","","","é†âÍåß","ëÂí√és","òaÁéçÇèÈ","",783,779,773,720,9,43,1,6,4,-,2007,1996,1983,1886,15,81,1,13,11,-,2.5632183908,2.5622593068,2.5653298836,2.6194444444,1.6666666667,1.8837209302,1.0000000000,2.1666666667,2.7500000000,-
580,"25201","414001","3","","","","é†âÍåß","ëÂí√és","òaÁéçÇèÈ","",175,172,169,125,9,34,1,3,3,-,442,436,429,352,15,61,1,7,6,-,2.5257142857,2.5348837209,2.5384615385,2.8160000000,1.6666666667,1.7941176471,1.0000000000,2.3333333333,2.0000000000,-
581,"25201","414002","3","","","","é†âÍåß","ëÂí√és","òaÁéçÇèÈ","",310,309,306,303,-,3,-,3,1,-,784,779,773,769,-,4,-,6,5,-,2.5290322581,2.5210355987,2.5261437908,2.5379537954,-,1.3333333333,-,2.0000000000,5.0000000000,-
582,"25201","414003","3","","","","é†âÍåß","ëÂí√és","òaÁéçÇèÈ","",298,298,298,292,-,6,-,-,-,-,781,781,781,765,-,16,-,-,-,-,2.6208053691,2.6208053691,2.6208053691,2.6198630137,-,2.6666666667,-,-,-,-
583,"25201","4170","2","","","","é†âÍåß","ëÂí√és","åIå¥","",89,85,83,83,-,-,-,2,4,-,264,254,249,249,-,-,-,5,10,-,2.9662921348,2.9882352941,3.0000000000,3.0000000000,-,-,-,2.5000000000,2.5000000000,-
584,"25201","4180","2","","","","é†âÍåß","ëÂí√és","ìÏëDòH","",71,71,71,71,-,-,-,-,-,-,215,215,215,215,-,-,-,-,-,-,3.0281690141,3.0281690141,3.0281690141,3.0281690141,-,-,-,-,-,-
585,"25201","4190","2","","","","é†âÍåß","ëÂí√és","î™âÆåÀ","",407,405,403,384,-,18,1,2,2,-,1163,1155,1153,1116,-,35,2,2,8,-,2.8574938575,2.8518518519,2.8610421836,2.9062500000,-,1.9444444444,2.0000000000,1.0000000000,4.0000000000,-
586,"25201","419001","3","","","","é†âÍåß","ëÂí√és","î™âÆåÀ","",150,149,148,135,-,12,1,1,1,-,447,445,444,424,-,18,2,1,2,-,2.9800000000,2.9865771812,3.0000000000,3.1407407407,-,1.5000000000,2.0000000000,1.0000000000,2.0000000000,-
587,"25201","419002","3","","","","é†âÍåß","ëÂí√és","î™âÆåÀ","",257,256,255,249,-,6,-,1,1,-,716,710,709,692,-,17,-,1,6,-,2.7859922179,2.7734375000,2.7803921569,2.7791164659,-,2.8333333333,-,1.0000000000,6.0000000000,-
588,"25201","4210","2","","","","é†âÍåß","ëÂí√és","ñÿåÀ","",365,364,359,294,-,65,-,5,1,-,1014,1011,1004,882,-,122,-,7,3,-,2.7780821918,2.7774725275,2.7966573816,3.0000000000,-,1.8769230769,-,1.4000000000,3.0000000000,-
589,"25201","4220","2","","","","é†âÍåß","ëÂí√és","çrêÏ","",297,294,292,259,-,32,1,2,1,2,754,749,746,679,-,66,1,3,3,2,2.5387205387,2.5476190476,2.5547945205,2.6216216216,-,2.0625000000,1.0000000000,1.5000000000,3.0000000000,1.0000000000
590,"25201","4230","2","","","","é†âÍåß","ëÂí√és","ëÂï®","",267,265,263,253,-,10,-,2,2,-,729,726,724,702,-,22,-,2,3,-,2.7303370787,2.7396226415,2.7528517110,2.7747035573,-,2.2000000000,-,1.0000000000,1.5000000000,-
591,"25201","4240","2","","","","é†âÍåß","ëÂí√és","ìÏî‰ó«","",163,162,162,160,-,2,-,-,1,-,530,528,528,524,-,4,-,-,2,-,3.2515337423,3.2592592593,3.2592592593,3.2750000000,-,2.0000000000,-,-,2.0000000000,-
592,"25201","4250","2","","","","é†âÍåß","ëÂí√és","ñkî‰ó«","",553,524,517,505,-,12,-,7,29,-,1425,1386,1377,1356,-,21,-,9,39,-,2.5768535262,2.6450381679,2.6634429400,2.6851485149,-,1.7500000000,-,1.2857142857,1.3448275862,-
593,"25201","4260","2","","","","é†âÍåß","ëÂí√és","ìÏè¨èº","",636,629,627,574,-,52,1,2,7,-,1670,1657,1653,1575,-,77,1,4,13,-,2.6257861635,2.6343402226,2.6363636364,2.7439024390,-,1.4807692308,1.0000000000,2.0000000000,1.8571428571,-
594,"25201","4270","2","","","","é†âÍåß","ëÂí√és","ñkè¨èº","",341,339,335,323,-,11,1,4,2,-,910,902,893,873,-,16,4,9,8,-,2.6686217009,2.6607669617,2.6656716418,2.7027863777,-,1.4545454545,4.0000000000,2.2500000000,4.0000000000,-
595,"25201","4280","2","","","","é†âÍåß","ëÂí√és","òaÁéètì˙","",469,465,460,455,-,5,-,5,4,-,1540,1532,1526,1517,-,9,-,6,8,-,3.2835820896,3.2946236559,3.3173913043,3.3340659341,-,1.8000000000,-,1.2000000000,2.0000000000,-
596,"25201","428001","3","","","","é†âÍåß","ëÂí√és","òaÁéètì˙","ÇPíöñ⁄",153,152,152,151,-,1,-,-,1,-,503,501,501,498,-,3,-,-,2,-,3.2875816993,3.2960526316,3.2960526316,3.2980132450,-,3.0000000000,-,-,2.0000000000,-
597,"25201","428002","3","","","","é†âÍåß","ëÂí√és","òaÁéètì˙","ÇQíöñ⁄",156,153,150,147,-,3,-,3,3,-,520,514,510,505,-,5,-,4,6,-,3.3333333333,3.3594771242,3.4000000000,3.4353741497,-,1.6666666667,-,1.3333333333,2.0000000000,-
598,"25201","428003","3","","","","é†âÍåß","ëÂí√és","òaÁéètì˙","ÇRíöñ⁄",160,160,158,157,-,1,-,2,-,-,517,517,515,514,-,1,-,2,-,-,3.2312500000,3.2312500000,3.2594936709,3.2738853503,-,1.0000000000,-,1.0000000000,-,-
599,"25202","","1","","","","é†âÍåß","ïFç™és","","",45473,44346,44100,29873,808,11932,1487,246,1127,-,111793,110321,109822,86659,1641,18925,2597,499,1472,-,2.4584478702,2.4877328282,2.4902947846,2.9009138687,2.0309405941,1.5860710694,1.7464694015,2.0284552846,1.3061224490,-
600,"25202","0010","2","","","","é†âÍåß","ïFç™és","ëDí¨","",143,139,139,87,-,44,8,-,4,-,305,291,291,221,-,56,14,-,14,-,2.1328671329,2.0935251799,2.0935251799,2.5402298851,-,1.2727272727,1.7500000000,-,3.5000000000,-
601,"25202","001001","3","","","","é†âÍåß","ïFç™és","ëDí¨","",69,67,67,36,-,24,7,-,2,-,134,126,126,84,-,29,13,-,8,-,1.9420289855,1.8805970149,1.8805970149,2.3333333333,-,1.2083333333,1.8571428571,-,4.0000000000,-
602,"25202","001002","3","","","","é†âÍåß","ïFç™és","ëDí¨","",30,29,29,16,-,12,1,-,1,-,63,60,60,42,-,17,1,-,3,-,2.1000000000,2.0689655172,2.0689655172,2.6250000000,-,1.4166666667,1.0000000000,-,3.0000000000,-
603,"25202","001003","3","","","","é†âÍåß","ïFç™és","ëDí¨","",44,43,43,35,-,8,-,-,1,-,108,105,105,95,-,10,-,-,3,-,2.4545454545,2.4418604651,2.4418604651,2.7142857143,-,1.2500000000,-,-,3.0000000000,-
604,"25202","0020","2","","","","é†âÍåß","ïFç™és","àÆí¨","",172,171,169,108,-,50,11,2,1,-,374,371,368,279,-,73,16,3,3,-,2.1744186047,2.1695906433,2.1775147929,2.5833333333,-,1.4600000000,1.4545454545,1.5000000000,3.0000000000,-
605,"25202","002001","3","","","","é†âÍåß","ïFç™és","àÆí¨","",57,56,56,36,-,15,5,-,1,-,117,114,114,94,-,15,5,-,3,-,2.0526315789,2.0357142857,2.0357142857,2.6111111111,-,1.0000000000,1.0000000000,-,3.0000000000,-
606,"25202","002002","3","","","","é†âÍåß","ïFç™és","àÆí¨","",43,43,42,17,-,23,2,1,-,-,79,79,77,42,-,33,2,2,-,-,1.8372093023,1.8372093023,1.8333333333,2.4705882353,-,1.4347826087,1.0000000000,2.0000000000,-,-
607,"25202","002003","3","","","","é†âÍåß","ïFç™és","àÆí¨","",72,72,71,55,-,12,4,1,-,-,178,178,177,143,-,25,9,1,-,-,2.4722222222,2.4722222222,2.4929577465,2.6000000000,-,2.0833333333,2.2500000000,1.0000000000,-,-
608,"25202","0030","2","","","","é†âÍåß","ïFç™és","å≥í¨","",41,41,41,30,-,11,-,-,-,-,83,83,83,65,-,18,-,-,-,-,2.0243902439,2.0243902439,2.0243902439,2.1666666667,-,1.6363636364,-,-,-,-
609,"25202","0040","2","","","","é†âÍåß","ïFç™és","ëÂìåí¨","",257,253,252,173,25,50,4,1,4,-,522,518,517,359,70,84,4,1,4,-,2.0311284047,2.0474308300,2.0515873016,2.0751445087,2.8000000000,1.6800000000,1.0000000000,1.0000000000,1.0000000000,-
610,"25202","004001","3","","","","é†âÍåß","ïFç™és","ëÂìåí¨","",4,4,4,4,-,-,-,-,-,-,11,11,11,11,-,-,-,-,-,-,2.7500000000,2.7500000000,2.7500000000,2.7500000000,-,-,-,-,-,-
611,"25202","004002","3","","","","é†âÍåß","ïFç™és","ëÂìåí¨","",182,178,177,158,-,18,1,1,4,-,363,359,358,319,-,38,1,1,4,-,1.9945054945,2.0168539326,2.0225988701,2.0189873418,-,2.1111111111,1.0000000000,1.0000000000,1.0000000000,-
612,"25202","004003","3","","","","é†âÍåß","ïFç™és","ëÂìåí¨","",71,71,71,11,25,32,3,-,-,-,148,148,148,29,70,46,3,-,-,-,2.0845070423,2.0845070423,2.0845070423,2.6363636364,2.8000000000,1.4375000000,1.0000000000,-,-,-
613,"25202","0050","2","","","","é†âÍåß","ïFç™és","ç≤òaí¨","",190,187,187,91,-,66,30,-,3,-,387,384,384,249,-,91,44,-,3,-,2.0368421053,2.0534759358,2.0534759358,2.7362637363,-,1.3787878788,1.4666666667,-,1.0000000000,-
614,"25202","005001","3","","","","é†âÍåß","ïFç™és","ç≤òaí¨","",32,32,32,14,-,17,1,-,-,-,82,82,82,47,-,33,2,-,-,-,2.5625000000,2.5625000000,2.5625000000,3.3571428571,-,1.9411764706,2.0000000000,-,-,-
615,"25202","005002","3","","","","é†âÍåß","ïFç™és","ç≤òaí¨","",76,73,73,30,-,17,26,-,3,-,142,139,139,80,-,20,39,-,3,-,1.8684210526,1.9041095890,1.9041095890,2.6666666667,-,1.1764705882,1.5000000000,-,1.0000000000,-
616,"25202","005003","3","","","","é†âÍåß","ïFç™és","ç≤òaí¨","",66,66,66,32,-,31,3,-,-,-,124,124,124,84,-,37,3,-,-,-,1.8787878788,1.8787878788,1.8787878788,2.6250000000,-,1.1935483871,1.0000000000,-,-,-
617,"25202","005004","3","","","","é†âÍåß","ïFç™és","ç≤òaí¨","",16,16,16,15,-,1,-,-,-,-,39,39,39,38,-,1,-,-,-,-,2.4375000000,2.4375000000,2.4375000000,2.5333333333,-,1.0000000000,-,-,-,-
618,"25202","0060","2","","","","é†âÍåß","ïFç™és","óßâ‘í¨","",61,60,60,47,-,11,2,-,1,-,149,147,147,119,-,26,2,-,2,-,2.4426229508,2.4500000000,2.4500000000,2.5319148936,-,2.3636363636,1.0000000000,-,2.0000000000,-
619,"25202","0070","2","","","","é†âÍåß","ïFç™és","ãûí¨","",472,461,457,338,-,108,11,4,11,-,993,974,969,802,-,154,13,5,19,-,2.1038135593,2.1127982646,2.1203501094,2.3727810651,-,1.4259259259,1.1818181818,1.2500000000,1.7272727273,-
620,"25202","007001","3","","","","é†âÍåß","ïFç™és","ãûí¨","ÇPíöñ⁄",148,147,145,122,-,22,1,2,1,-,296,292,289,260,-,28,1,3,4,-,2.0000000000,1.9863945578,1.9931034483,2.1311475410,-,1.2727272727,1.0000000000,1.5000000000,4.0000000000,-
621,"25202","007002","3","","","","é†âÍåß","ïFç™és","ãûí¨","ÇQíöñ⁄",171,167,167,94,-,64,9,-,4,-,308,299,299,211,-,77,11,-,9,-,1.8011695906,1.7904191617,1.7904191617,2.2446808511,-,1.2031250000,1.2222222222,-,2.2500000000,-
622,"25202","007003","3","","","","é†âÍåß","ïFç™és","ãûí¨","ÇRíöñ⁄",153,147,145,122,-,22,1,2,6,-,389,383,381,331,-,49,1,2,6,-,2.5424836601,2.6054421769,2.6275862069,2.7131147541,-,2.2272727273,1.0000000000,1.0000000000,1.0000000000,-
623,"25202","0100","2","","","","é†âÍåß","ïFç™és","íÜâõí¨","",110,108,107,73,-,31,3,1,2,-,249,245,242,196,-,43,3,3,4,-,2.2636363636,2.2685185185,2.2616822430,2.6849315068,-,1.3870967742,1.0000000000,3.0000000000,2.0000000000,-
624,"25202","0110","2","","","","é†âÍåß","ïFç™és","ã—í¨","",109,106,104,67,-,33,4,2,3,-,260,244,241,180,-,46,15,3,16,-,2.3853211009,2.3018867925,2.3173076923,2.6865671642,-,1.3939393939,3.7500000000,1.5000000000,5.3333333333,-
