1,ïΩê¨27îNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ëÊ6ï\Å@ê¢ë—ÇÃâ∆ë∞óﬁå^Åi6ãÊï™Åjï àÍî ê¢ë—êîÅCàÍî ê¢ë—êlàıãyÇ—ÇPê¢ë—ìñÇΩÇËêlàıÅi6çŒñ¢ñûÅE18çŒñ¢ñûÅE65çŒà»è„ê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êîÅC65çŒà»è„ê¢ë—àıÇÃÇ›ÇÃàÍî ê¢ë—êîãyÇ—3ê¢ë„ê¢ë—Å\ì¡åfÅjÅ|í¨íöÅEéöìô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,àÍî ê¢ë—êî,,,,,,,,,,àÍî ê¢ë—êlàı,,,,,,,,,,ÇPê¢ë—ìñÇΩÇËêlàı,,,,,,,,,,ÅiçƒåfÅjÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,,,,,,,,,,ÅiçƒåfÅj18çŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,,,,,,,,,,ÅiçƒåfÅj65çŒà»è„ê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,,,,,,,,,,ÅiçƒåfÅj65çŒà»è„ê¢ë—àıÇÃÇ›ÇÃàÍî ê¢ë—êî,,,,,,,,,
5,ésãÊí¨ë∫ÉRÅ[Éh,í¨íöéöÉRÅ[Éh,ínàÊéØï î‘çÜ,îÈìΩèàóù,îÈìΩêÊèÓïÒ,çáéZínàÊ,ìsìπï{åßñº,ésãÊí¨ë∫ñº,ëÂéöÅEí¨ñº,éöÅEíöñ⁄ñº,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—
672,"25202","036002","3","","","","é†âÍåß","ïFç™és","í∑ë]ç™ìÏí¨","",344,188,173,78,68,15,3,153,-,11,673,514,452,156,233,62,6,153,-,51,1.9563953488,2.7340425532,2.6127167630,2.0000000000,3.4264705882,4.1333333333,2.0000000000,1.0000000000,-,4.6363636364,13,13,11,-,11,2,-,-,-,2,39,38,33,-,27,5,-,1,-,5,146,109,97,57,27,12,1,36,-,8,81,45,44,43,-,1,-,36,-,-
673,"25202","036004","3","","","","é†âÍåß","ïFç™és","í∑ë]ç™ìÏí¨","",110,17,14,3,7,3,-,93,-,3,148,55,40,6,24,15,-,93,-,15,1.3454545455,3.2352941176,2.8571428571,2.0000000000,3.4285714286,5.0000000000,-,1.0000000000,-,5.0000000000,4,4,3,-,2,1,-,-,-,1,12,10,8,-,5,2,-,2,-,2,15,7,4,2,1,3,-,8,-,3,9,1,1,1,-,-,-,8,-,-
674,"25202","036005","3","","","","é†âÍåß","ïFç™és","í∑ë]ç™ìÏí¨","",303,139,133,38,84,6,-,164,-,5,623,459,430,76,328,29,-,164,-,26,2.0561056106,3.3021582734,3.2330827068,2.0000000000,3.9047619048,4.8333333333,-,1.0000000000,-,5.2000000000,25,25,21,-,20,4,-,-,-,3,73,73,68,-,63,5,-,-,-,4,36,29,25,15,7,4,-,7,-,4,20,13,13,13,-,-,-,7,-,-
675,"25202","0370","2","","","","é†âÍåß","ïFç™és","íÜÂMí¨","",730,503,439,150,215,64,3,224,-,39,1769,1539,1255,300,777,284,6,224,-,201,2.4232876712,3.0596421471,2.8587699317,2.0000000000,3.6139534884,4.4375000000,2.0000000000,1.0000000000,-,5.1538461538,37,37,26,-,24,11,-,-,-,10,133,132,110,-,97,22,-,1,-,20,278,223,169,89,44,54,1,54,-,35,125,70,68,68,-,2,1,54,-,-
676,"25202","037001","3","","","","é†âÍåß","ïFç™és","íÜÂMí¨","",549,400,351,107,184,49,2,147,-,29,1389,1238,1027,214,667,211,4,147,-,145,2.5300546448,3.0950000000,2.9259259259,2.0000000000,3.6250000000,4.3061224490,2.0000000000,1.0000000000,-,5.0000000000,31,31,23,-,21,8,-,-,-,7,117,117,99,-,86,18,-,-,-,16,195,161,120,58,35,41,1,33,-,27,79,45,43,43,-,2,1,33,-,-
677,"25202","037002","3","","","","é†âÍåß","ïFç™és","íÜÂMí¨","",181,103,88,43,31,15,1,77,-,10,380,301,228,86,110,73,2,77,-,56,2.0994475138,2.9223300971,2.5909090909,2.0000000000,3.5483870968,4.8666666667,2.0000000000,1.0000000000,-,5.6000000000,6,6,3,-,3,3,-,-,-,3,16,15,11,-,11,4,-,1,-,4,83,62,49,31,9,13,-,21,-,8,46,25,25,25,-,-,-,21,-,-
678,"25202","0380","2","","","","é†âÍåß","ïFç™és","ëÂñ˜í¨","",1845,1424,1251,480,617,173,13,393,15,130,4841,4356,3589,960,2248,767,41,393,51,638,2.6238482385,3.0589887640,2.8689048761,2.0000000000,3.6434359806,4.4335260116,3.1538461538,1.0000000000,3.4000000000,4.9076923077,165,164,140,-,132,24,1,-,-,24,481,477,390,-,339,87,3,1,-,83,842,699,541,336,137,158,5,138,-,119,418,279,270,269,-,9,1,138,-,-
679,"25202","038001","3","","","","é†âÍåß","ïFç™és","ëÂñ˜í¨","",580,437,382,162,169,55,3,139,1,36,1441,1287,1052,324,603,235,12,139,3,179,2.4844827586,2.9450800915,2.7539267016,2.0000000000,3.5680473373,4.2727272727,4.0000000000,1.0000000000,3.0000000000,4.9722222222,40,39,33,-,29,6,1,-,-,6,114,113,90,-,74,23,1,-,-,21,309,251,197,123,48,54,2,56,-,36,160,104,100,100,-,4,-,56,-,-
680,"25202","038002","3","","","","é†âÍåß","ïFç™és","ëÂñ˜í¨","",336,284,250,103,114,34,3,49,-,28,927,866,710,206,421,156,12,49,-,137,2.7589285714,3.0492957746,2.8400000000,2.0000000000,3.6929824561,4.5882352941,4.0000000000,1.0000000000,-,4.8928571429,29,29,25,-,23,4,-,-,-,4,103,102,79,-,67,23,1,-,-,22,182,152,121,81,28,31,2,28,-,26,98,69,69,68,-,-,1,28,-,-
681,"25202","038003","3","","","","é†âÍåß","ïFç™és","ëÂñ˜í¨","",422,304,247,75,147,57,3,105,10,48,1158,1012,747,150,539,265,6,105,35,238,2.7440758294,3.3289473684,3.0242914980,2.0000000000,3.6666666667,4.6491228070,2.0000000000,1.0000000000,3.5000000000,4.9583333333,58,58,47,-,47,11,-,-,-,11,132,131,103,-,96,28,-,1,-,28,152,127,75,40,21,52,-,25,-,43,64,39,35,35,-,4,-,25,-,-
682,"25202","038004","3","","","","é†âÍåß","ïFç™és","ëÂñ˜í¨","",507,399,372,140,187,27,4,100,4,18,1315,1191,1080,280,685,111,11,100,13,84,2.5936883629,2.9849624060,2.9032258065,2.0000000000,3.6631016043,4.1111111111,2.7500000000,1.0000000000,3.2500000000,4.6666666667,38,38,35,-,33,3,-,-,-,3,132,131,118,-,102,13,1,-,-,12,199,169,148,92,40,21,1,29,-,14,96,67,66,66,-,1,-,29,-,-
683,"25202","0390","2","","","","é†âÍåß","ïFç™és","înèÍ","",358,160,126,50,62,34,4,194,-,21,693,483,344,100,214,139,16,194,-,97,1.9357541899,3.0187500000,2.7301587302,2.0000000000,3.4516129032,4.0882352941,4.0000000000,1.0000000000,-,4.6190476190,21,20,13,-,12,7,1,-,-,6,52,50,36,-,34,14,2,-,-,13,109,82,50,26,17,32,2,25,-,21,46,21,20,20,-,1,-,25,-,-
684,"25202","039001","3","","","","é†âÍåß","ïFç™és","înèÍ","ÇPíöñ⁄",200,73,59,27,27,14,2,125,-,10,345,210,152,54,88,58,10,125,-,43,1.7250000000,2.8767123288,2.5762711864,2.0000000000,3.2592592593,4.1428571429,5.0000000000,1.0000000000,-,4.3000000000,8,7,4,-,3,3,1,-,-,2,19,18,10,-,9,8,1,-,-,7,64,43,30,17,10,13,1,20,-,10,33,13,13,13,-,-,-,20,-,-
685,"25202","039002","3","","","","é†âÍåß","ïFç™és","înèÍ","ÇQíöñ⁄",158,87,67,23,35,20,2,69,-,11,348,273,192,46,126,81,6,69,-,54,2.2025316456,3.1379310345,2.8656716418,2.0000000000,3.6000000000,4.0500000000,3.0000000000,1.0000000000,-,4.9090909091,13,13,9,-,9,4,-,-,-,4,33,32,26,-,25,6,1,-,-,6,45,39,20,9,7,19,1,5,-,11,13,8,7,7,-,1,-,5,-,-
686,"25202","0410","2","","","","é†âÍåß","ïFç™és","èºå¥","",278,196,146,54,70,50,-,82,-,34,728,646,416,108,258,230,-,82,-,180,2.6187050360,3.2959183673,2.8493150685,2.0000000000,3.6857142857,4.6000000000,-,1.0000000000,-,5.2941176471,22,22,13,-,13,9,-,-,-,9,53,53,36,-,35,17,-,-,-,16,157,118,72,37,22,46,-,39,-,32,76,37,34,34,-,3,-,39,-,-
687,"25202","041001","3","","","","é†âÍåß","ïFç™és","èºå¥","ÇPíöñ⁄",134,90,63,24,31,27,-,44,-,18,353,309,179,48,114,130,-,44,-,102,2.6343283582,3.4333333333,2.8412698413,2.0000000000,3.6774193548,4.8148148148,-,1.0000000000,-,5.6666666667,12,12,6,-,6,6,-,-,-,6,28,28,17,-,17,11,-,-,-,10,77,55,31,17,9,24,-,22,-,17,40,18,16,16,-,2,-,22,-,-
688,"25202","041002","3","","","","é†âÍåß","ïFç™és","èºå¥","ÇQíöñ⁄",144,106,83,30,39,23,-,38,-,16,375,337,237,60,144,100,-,38,-,78,2.6041666667,3.1792452830,2.8554216867,2.0000000000,3.6923076923,4.3478260870,-,1.0000000000,-,4.8750000000,10,10,7,-,7,3,-,-,-,3,25,25,19,-,18,6,-,-,-,6,80,63,41,20,13,22,-,17,-,15,36,19,18,18,-,1,-,17,-,-
689,"25202","0430","2","","","","é†âÍåß","ïFç™és","èºå¥í¨","",1179,794,728,240,418,66,7,378,-,52,2908,2510,2203,480,1549,307,20,378,-,261,2.4664970314,3.1612090680,3.0260989011,2.0000000000,3.7057416268,4.6515151515,2.8571428571,1.0000000000,-,5.0192307692,203,203,191,-,185,12,-,-,-,11,361,358,328,-,305,30,3,-,-,28,353,257,200,126,46,57,1,95,-,44,198,103,101,101,-,2,-,95,-,-
690,"25202","043001","3","îÈìΩínàÊ","043002","","é†âÍåß","ïFç™és","èºå¥í¨","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
691,"25202","043002","3","çáéZínàÊÇ†ÇË","","043001","é†âÍåß","ïFç™és","èºå¥í¨","",21,20,15,9,2,5,-,1,-,4,61,60,35,18,6,25,-,1,-,22,2.9047619048,3.0000000000,2.3333333333,2.0000000000,3.0000000000,5.0000000000,-,1.0000000000,-,5.5000000000,-,-,-,-,-,-,-,-,-,-,3,3,1,-,-,2,-,-,-,2,15,14,9,6,1,5,-,1,-,4,6,5,5,5,-,-,-,1,-,-
692,"25202","043003","3","","","","é†âÍåß","ïFç™és","èºå¥í¨","",43,16,11,5,5,5,-,27,-,4,83,56,31,10,19,25,-,27,-,22,1.9302325581,3.5000000000,2.8181818182,2.0000000000,3.8000000000,5.0000000000,-,1.0000000000,-,5.5000000000,5,5,4,-,4,1,-,-,-,1,7,7,5,-,5,2,-,-,-,2,6,5,1,-,-,4,-,1,-,3,1,-,-,-,-,-,-,1,-,-
693,"25202","043004","3","","","","é†âÍåß","ïFç™és","èºå¥í¨","",66,19,15,7,8,4,-,47,-,4,107,60,42,14,28,18,-,47,-,18,1.6212121212,3.1578947368,2.8000000000,2.0000000000,3.5000000000,4.5000000000,-,1.0000000000,-,4.5000000000,5,5,4,-,4,1,-,-,-,1,7,7,6,-,6,1,-,-,-,1,10,7,3,2,1,4,-,3,-,4,5,2,2,2,-,-,-,3,-,-
694,"25202","043005","3","","","","é†âÍåß","ïFç™és","èºå¥í¨","",351,312,303,62,221,9,1,38,-,8,1109,1066,1024,124,845,42,5,38,-,36,3.1595441595,3.4166666667,3.3795379538,2.0000000000,3.8235294118,4.6666666667,5.0000000000,1.0000000000,-,4.5000000000,133,133,130,-,127,3,-,-,-,2,219,218,213,-,201,5,1,-,-,4,43,35,28,19,5,7,-,8,-,6,21,13,13,13,-,-,-,8,-,-
695,"25202","043006","3","","","","é†âÍåß","ïFç™és","èºå¥í¨","",44,8,6,2,4,2,-,36,-,1,63,27,19,4,15,8,-,36,-,5,1.4318181818,3.3750000000,3.1666666667,2.0000000000,3.7500000000,4.0000000000,-,1.0000000000,-,5.0000000000,-,-,-,-,-,-,-,-,-,-,2,2,2,-,2,-,-,-,-,-,16,5,3,2,1,2,-,11,-,1,13,2,2,2,-,-,-,11,-,-
696,"25202","043007","3","","","","é†âÍåß","ïFç™és","èºå¥í¨","",90,66,59,19,33,7,1,23,-,6,229,203,171,38,117,32,3,23,-,28,2.5444444444,3.0757575758,2.8983050847,2.0000000000,3.5454545455,4.5714285714,3.0000000000,1.0000000000,-,4.6666666667,9,9,8,-,8,1,-,-,-,1,18,18,14,-,14,4,-,-,-,4,54,34,29,15,8,5,-,20,-,4,34,14,14,14,-,-,-,20,-,-
697,"25202","043008","3","","","","é†âÍåß","ïFç™és","èºå¥í¨","",71,55,50,22,26,5,1,15,-,5,186,168,136,44,88,32,3,15,-,32,2.6197183099,3.0545454545,2.7200000000,2.0000000000,3.3846153846,6.4000000000,3.0000000000,1.0000000000,-,6.4000000000,4,4,2,-,2,2,-,-,-,2,12,11,6,-,6,5,1,-,-,5,44,34,29,18,10,5,1,9,-,5,24,15,15,15,-,-,-,9,-,-
698,"25202","043009","3","","","","é†âÍåß","ïFç™és","èºå¥í¨","",235,99,90,33,44,9,1,135,-,7,438,301,259,66,163,42,2,135,-,36,1.8638297872,3.0404040404,2.8777777778,2.0000000000,3.7045454545,4.6666666667,2.0000000000,1.0000000000,-,5.1428571429,13,13,12,-,12,1,-,-,-,1,36,36,33,-,30,3,-,-,-,3,53,34,29,18,6,5,-,19,-,4,36,17,17,17,-,-,-,19,-,-
699,"25202","043010","3","","","","é†âÍåß","ïFç™és","èºå¥í¨","",199,159,140,68,56,19,2,38,-,12,501,459,379,136,207,80,4,38,-,59,2.5175879397,2.8867924528,2.7071428571,2.0000000000,3.6964285714,4.2105263158,2.0000000000,1.0000000000,-,4.9166666667,17,17,14,-,13,3,-,-,-,3,34,34,26,-,24,8,-,-,-,7,111,88,69,46,14,19,-,23,-,12,58,35,33,33,-,2,-,23,-,-
700,"25202","043011","3","","","","é†âÍåß","ïFç™és","èºå¥í¨","",59,40,39,13,19,1,1,18,-,1,131,110,107,26,61,3,3,18,-,3,2.2203389831,2.7500000000,2.7435897436,2.0000000000,3.2105263158,3.0000000000,3.0000000000,1.0000000000,-,3.0000000000,17,17,17,-,15,-,-,-,-,-,23,22,22,-,17,-,1,-,-,-,1,1,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
701,"25202","0440","2","","","","é†âÍåß","ïFç™és","å√ëÚí¨","",750,435,398,162,192,37,1,313,1,19,1573,1255,1112,324,688,143,2,313,3,91,2.0973333333,2.8850574713,2.7939698492,2.0000000000,3.5833333333,3.8648648649,2.0000000000,1.0000000000,3.0000000000,4.7894736842,70,70,67,-,67,3,-,-,-,3,139,139,130,-,118,9,-,-,-,9,250,168,137,90,33,31,-,82,-,16,161,79,74,74,-,5,-,82,-,-
702,"25202","044001","3","","","","é†âÍåß","ïFç™és","å√ëÚí¨","",21,20,19,2,14,1,-,1,-,-,69,68,65,4,55,3,-,1,-,-,3.2857142857,3.4000000000,3.4210526316,2.0000000000,3.9285714286,3.0000000000,-,1.0000000000,-,-,3,3,3,-,3,-,-,-,-,-,14,14,14,-,13,-,-,-,-,-,4,3,2,1,1,1,-,1,-,-,2,1,1,1,-,-,-,1,-,-
703,"25202","044002","3","","","","é†âÍåß","ïFç™és","å√ëÚí¨","",142,73,67,32,27,6,-,69,-,3,270,201,180,64,99,21,-,69,-,14,1.9014084507,2.7534246575,2.6865671642,2.0000000000,3.6666666667,3.5000000000,-,1.0000000000,-,4.6666666667,6,6,6,-,6,-,-,-,-,-,15,15,14,-,13,1,-,-,-,1,59,41,35,22,8,6,-,18,-,3,40,22,20,20,-,2,-,18,-,-
704,"25202","044003","3","","","","é†âÍåß","ïFç™és","å√ëÚí¨","",134,56,50,25,17,6,-,78,-,2,224,146,125,50,55,21,-,78,-,9,1.6716417910,2.6071428571,2.5000000000,2.0000000000,3.2352941176,3.5000000000,-,1.0000000000,-,4.5000000000,9,9,8,-,8,1,-,-,-,1,13,13,12,-,9,1,-,-,-,1,40,27,22,15,5,5,-,13,-,1,27,14,13,13,-,1,-,13,-,-
705,"25202","044004","3","","","","é†âÍåß","ïFç™és","å√ëÚí¨","",14,9,8,3,3,1,-,5,-,-,37,32,29,6,17,3,-,5,-,-,2.6428571429,3.5555555556,3.6250000000,2.0000000000,5.6666666667,3.0000000000,-,1.0000000000,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,2,-,-,-,-,-,10,5,4,3,1,1,-,5,-,-,7,2,2,2,-,-,-,5,-,-
706,"25202","044005","3","","","","é†âÍåß","ïFç™és","å√ëÚí¨","",66,36,35,13,17,1,-,30,-,-,130,100,97,26,61,3,-,30,-,-,1.9696969697,2.7777777778,2.7714285714,2.0000000000,3.5882352941,3.0000000000,-,1.0000000000,-,-,2,2,2,-,2,-,-,-,-,-,9,9,9,-,7,-,-,-,-,-,24,14,13,9,2,1,-,10,-,-,16,6,6,6,-,-,-,10,-,-
707,"25202","044006","3","","","","é†âÍåß","ïFç™és","å√ëÚí¨","",48,34,30,11,18,4,1,13,-,4,117,102,85,22,61,17,2,13,-,17,2.4375000000,3.0000000000,2.8333333333,2.0000000000,3.3888888889,4.2500000000,2.0000000000,1.0000000000,-,4.2500000000,13,13,13,-,13,-,-,-,-,-,16,16,15,-,15,1,-,-,-,1,10,9,5,3,2,4,-,1,-,4,4,3,3,3,-,-,-,1,-,-
708,"25202","044007","3","","","","é†âÍåß","ïFç™és","å√ëÚí¨","",19,7,7,4,3,-,-,12,-,-,30,18,18,8,10,-,-,12,-,-,1.5789473684,2.5714285714,2.5714285714,2.0000000000,3.3333333333,-,-,1.0000000000,-,-,1,1,1,-,1,-,-,-,-,-,1,1,1,-,1,-,-,-,-,-,6,3,3,2,1,-,-,3,-,-,5,2,2,2,-,-,-,3,-,-
709,"25202","044008","3","","","","é†âÍåß","ïFç™és","å√ëÚí¨","",306,200,182,72,93,18,-,105,1,10,696,588,513,144,330,75,-,105,3,51,2.2745098039,2.9400000000,2.8186813187,2.0000000000,3.5483870968,4.1666666667,-,1.0000000000,3.0000000000,5.1000000000,36,36,34,-,34,2,-,-,-,2,68,68,62,-,58,6,-,-,-,6,97,66,53,35,13,13,-,31,-,8,60,29,27,27,-,2,-,31,-,-
710,"25202","0450","2","","","","é†âÍåß","ïFç™és","ó¢ç™í¨","",152,104,90,39,37,14,1,47,-,9,343,294,243,78,133,51,2,47,-,38,2.2565789474,2.8269230769,2.7000000000,2.0000000000,3.5945945946,3.6428571429,2.0000000000,1.0000000000,-,4.2222222222,25,25,20,-,19,5,-,-,-,5,42,41,32,-,30,9,-,1,-,9,62,39,30,16,4,9,-,23,-,5,34,11,10,9,-,1,-,23,-,-
711,"25202","0460","2","","","","é†âÍåß","ïFç™és","äOí¨","",478,341,314,101,183,27,1,135,1,18,1196,1054,934,202,664,120,5,135,2,92,2.5020920502,3.0909090909,2.9745222930,2.0000000000,3.6284153005,4.4444444444,5.0000000000,1.0000000000,2.0000000000,5.1111111111,87,87,81,-,80,6,-,-,-,6,138,138,128,-,124,10,-,-,-,10,151,105,85,47,24,20,1,45,-,14,83,38,38,37,1,-,-,45,-,-
712,"25202","046001","3","","","","é†âÍåß","ïFç™és","äOí¨","",390,281,260,75,158,21,1,107,1,15,994,880,786,150,576,94,5,107,2,78,2.5487179487,3.1316725979,3.0230769231,2.0000000000,3.6455696203,4.4761904762,5.0000000000,1.0000000000,2.0000000000,5.2000000000,80,80,75,-,74,5,-,-,-,5,127,127,119,-,115,8,-,-,-,8,113,75,58,29,17,17,1,37,-,12,63,26,26,25,1,-,-,37,-,-
713,"25202","046002","3","","","","é†âÍåß","ïFç™és","äOí¨","",19,6,6,3,3,-,-,13,-,-,30,17,17,6,11,-,-,13,-,-,1.5789473684,2.8333333333,2.8333333333,2.0000000000,3.6666666667,-,-,1.0000000000,-,-,3,3,3,-,3,-,-,-,-,-,3,3,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
714,"25202","046003","3","","","","é†âÍåß","ïFç™és","äOí¨","",46,38,35,18,17,3,-,8,-,2,117,109,93,36,57,16,-,8,-,11,2.5434782609,2.8684210526,2.6571428571,2.0000000000,3.3529411765,5.3333333333,-,1.0000000000,-,5.5000000000,2,2,1,-,1,1,-,-,-,1,5,5,3,-,3,2,-,-,-,2,26,22,21,14,7,1,-,4,-,1,13,9,9,9,-,-,-,4,-,-
715,"25202","046004","3","çáéZínàÊÇ†ÇË","","046006","é†âÍåß","ïFç™és","äOí¨","",15,8,8,4,3,-,-,7,-,-,28,21,21,8,11,-,-,7,-,-,1.8666666667,2.6250000000,2.6250000000,2.0000000000,3.6666666667,-,-,1.0000000000,-,-,1,1,1,-,1,-,-,-,-,-,1,1,1,-,1,-,-,-,-,-,8,4,4,3,-,-,-,4,-,-,6,2,2,2,-,-,-,4,-,-
716,"25202","046005","3","","","","é†âÍåß","ïFç™és","äOí¨","",4,4,2,1,-,2,-,-,-,-,12,12,5,2,-,7,-,-,-,-,3.0000000000,3.0000000000,2.5000000000,2.0000000000,-,3.5000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,2,1,-,1,-,-,-,-,1,1,1,1,-,-,-,-,-,-
717,"25202","046006","3","îÈìΩínàÊ","046004","","é†âÍåß","ïFç™és","äOí¨","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
718,"25202","046007","3","","","","é†âÍåß","ïFç™és","äOí¨","",4,4,3,-,2,1,-,-,-,1,15,15,12,-,9,3,-,-,-,3,3.7500000000,3.7500000000,4.0000000000,-,4.5000000000,3.0000000000,-,-,-,3.0000000000,1,1,1,-,1,-,-,-,-,-,2,2,2,-,2,-,-,-,-,-,1,1,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
719,"25202","0470","2","","","","é†âÍåß","ïFç™és","çKí¨","",74,59,45,14,20,14,1,14,-,11,212,193,131,28,78,62,5,14,-,54,2.8648648649,3.2711864407,2.9111111111,2.0000000000,3.9000000000,4.4285714286,5.0000000000,1.0000000000,-,4.9090909091,7,7,6,-,6,1,-,-,-,1,14,13,10,-,10,3,1,-,-,4,54,42,28,12,8,14,-,12,-,10,26,14,12,11,-,2,-,12,-,-
